Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 6,Transcriptomics private topic 9,Proteomics private topic 5
-0.18632564,3.686673,-0.6574682,-0.43797803,-0.39111692,-0.53945255,-0.110523194,-0.28257748,-0.40477747,-0.15941468
-0.35434896,-0.15931584,0.13604333,-0.23019767,3.425684,-0.8140725,-0.3889032,-0.2216259,-0.35171148,-0.6532354
-0.2096483,-0.33664894,-0.3096047,-0.30133566,1.510115,-0.28515896,-0.46495682,-0.2688572,-0.29328448,-0.64032096
-0.61938083,-0.28362975,-0.17315114,-0.07569862,-0.46782535,0.21106802,0.3763502,-0.12516354,-0.095974535,3.9934924
0.22439303,0.4501267,-0.18832594,-0.14185157,-0.42508554,0.63697124,-0.27740037,-0.113247104,-0.11264929,0.15178634
0.20386842,0.23960659,-0.07699689,-0.19500148,-0.25389302,-0.20442837,0.25596476,-0.16055867,-0.11864098,-0.31134897
-0.4038278,0.38340333,3.9999425,-0.40877992,-0.41085842,-0.28451896,-0.39005646,-0.2577103,-0.35474294,-0.3666595
-0.7959008,-0.8408818,-0.5139091,-0.31963533,2.5213287,-0.27500266,-0.6796398,-0.23394184,-0.16749744,-0.5694515
-0.75613683,-0.5907456,-0.18039244,-0.48879495,-0.47486436,-0.6286763,3.5928588,-0.20767869,-0.23800069,-0.23953454
3.3429766,-0.3319031,-0.40316415,-0.55680656,-0.26970285,-0.5896481,-0.826885,-0.26779792,-0.27907157,-0.28576875
-0.6788032,0.04805337,-0.3094426,-0.5745743,-0.23506895,-0.14768893,-0.28312033,-0.23705372,-0.17494018,-0.068454385
-0.4985227,-0.004950702,3.9027436,-0.1678252,-0.2941105,-0.049325608,-0.6383774,-0.24167787,-0.2824588,-0.49307898
0.4948025,-0.27181733,-0.32164508,-0.47605035,-0.334905,-0.34788767,3.8928576,-0.23904514,-0.28271297,-0.31249955
-0.5157212,3.5011296,-0.1776712,-0.2711612,-0.29255578,-0.12820095,-0.7482879,-0.13207327,-0.19448528,-0.29089323
-0.4096567,-0.09366107,-0.31820413,3.4164805,-0.52740365,-0.2447237,-0.39763075,-0.15966478,-0.14450139,-0.3357153
0.16284509,-0.65792805,-0.4994692,-0.40697476,3.2864313,-0.7543872,-0.8803592,-0.2668338,-0.36824158,-0.6557041
0.013538837,-0.6208466,-1.0704193,-0.27246436,0.021291718,0.019447472,-0.42315283,0.20288897,0.49768367,-0.16643593
0.2179709,-0.18319565,-0.27310926,3.4207897,-0.39762884,-0.28998598,0.20014119,-0.14115044,-0.14344428,-0.33188
-0.3553199,-0.26589203,0.07894474,-0.85036486,-0.53349173,-0.7642733,-0.52794224,-0.17914595,-0.13035853,1.6281759
-0.92031103,0.29107356,-0.5831002,-0.11876935,-0.33870712,-0.73591894,-0.34594047,-0.2190188,-0.21873958,3.7490506
-0.039279185,-0.11611161,-0.6294078,-0.1454545,3.2228427,-0.3359592,-0.29353735,-0.23724079,-0.31668988,-0.6387596
-0.62220794,-0.48344016,-0.4586404,-0.62547016,-0.5420406,-0.301938,-0.18572824,-0.18317842,-0.1623943,-0.3883141
-0.42899865,3.3439207,-0.2596916,-0.2876124,-0.56208074,-0.7644619,-0.28727287,-0.28824687,-0.3758078,-0.11999424
0.19470285,3.7659268,0.01350458,-0.26360375,-0.119019225,-0.3324698,-0.03594765,-0.27984276,-0.40142944,-0.34509867
-0.6555452,-0.1371557,0.32703358,-0.42031896,-0.48178685,0.15321471,0.06164544,-0.22701792,-0.20690644,0.07530942
-0.15419571,-0.2990505,-0.06373656,-0.51717484,-0.28327575,-0.22443558,-1.119055,5.440097,5.4342933,-0.083743244
0.043776467,-0.8556105,0.0428356,-0.40138128,-0.3907944,-0.012640767,0.107770085,-0.22031112,-0.21226753,-0.019768031
0.09476677,-0.37997442,2.4530363,0.05258234,-0.9772576,-0.052100904,-0.20046084,-0.30469465,-0.34213537,-0.51034003
-0.24307169,-0.12087699,-0.6823043,-0.4684076,-0.18579403,-0.022388056,-0.33759388,-0.21233498,-0.19656284,-0.14871182
-0.14001228,-0.4304026,-0.20326269,-0.27319074,0.073741615,0.5505409,-0.23656435,-0.23923783,-0.16107689,-0.1587179
-0.1664213,-0.3058826,3.8699517,-0.3666575,-0.57604927,-0.079101056,-0.087720074,-0.2876866,-0.35910958,-0.54974407
0.2888555,-0.36159003,3.5525465,-0.4997527,-0.24875185,-0.743753,-0.69692844,-0.23199044,-0.29986185,-0.5174468
-0.22066554,3.578076,-0.23566376,-0.37722498,-0.4975537,-0.3828966,-0.30457506,-0.2558915,-0.32048562,-0.25532487
0.32070774,-0.50104576,0.28285712,0.11970574,-0.17138061,-0.02950536,-0.3172024,5.5094543,5.399871,-0.16933717
-0.3860755,-0.74241567,-0.34922305,-0.2694413,-0.6381476,-0.35313743,2.7948258,-0.23575294,-0.23558125,-0.06551314
-0.57386976,-0.0031180456,-0.33096173,-0.5539226,-0.30244288,2.2480702,0.03279508,-0.19134878,-0.18203454,0.58867186
-0.7343509,-0.3462727,-0.660154,-0.6209911,3.089125,0.1448065,-0.12426031,-0.19446698,-0.28667063,-0.65875334
-0.34052777,-0.15317902,-0.12969798,-0.014072031,-0.36294666,3.314002,-0.17481735,-0.21038893,-0.29564658,-0.20815894
-0.32046983,-0.2759527,-0.30719516,-0.5797662,0.57842726,-0.12306926,-0.22133139,4.960248,4.8869653,-0.11445018
3.7937512,-0.10030147,0.007366039,0.03596226,-0.4515654,0.010097563,-0.14128536,-0.24498987,-0.27723244,-0.26510814
-0.4476602,-0.15318567,0.04781881,-0.45962587,-0.36088693,-0.39377958,-0.24786097,0.23334223,0.5448409,-0.07810687
-0.0032901838,-0.39622438,-0.01460135,-0.16059841,-0.28170735,3.0686803,-0.1546318,-0.16842839,-0.13315909,-0.036795404
2.6780503,-0.11425113,-0.19064932,0.00083585083,-0.3479231,-0.25261706,-0.04317487,-0.10213278,-0.15855217,-0.3686332
-0.6145834,-0.6125958,-0.32906556,-0.3175223,-0.55576766,-0.3472163,3.4081166,-0.24183825,-0.25493896,-0.24462073
-0.11224825,2.9352732,-0.0051130876,-0.44885516,-0.34116474,-0.035890073,-0.70999336,-0.24300419,-0.23995592,-0.35068983
-0.21496718,-0.17209768,-0.15509343,-0.50398153,-0.059985176,-0.29664642,-0.20075421,-0.21313173,-0.1890062,-0.13435735
-0.1169805,-0.33590955,0.6742927,-0.29792726,-0.34265286,-0.38731623,-0.37085778,-0.2279318,-0.2363735,-0.07118824
-0.37428525,0.2416487,4.1331663,-0.6418904,-0.47539657,0.11119291,-0.7533448,-0.26025575,-0.33801892,-0.4877024
0.17248912,3.7543812,-0.12743556,-0.25112307,-0.499173,-0.8898014,-0.6441649,-0.31904948,-0.38463512,-0.3521097
0.3075247,-0.005619824,-0.4219907,-0.26967123,3.2712135,-0.95306504,-0.18767866,-0.23488411,-0.28081325,-0.46748647
0.35063794,-0.4691456,-0.23971821,-0.9485188,-0.7772555,-0.47079664,-0.88934,5.443517,5.43863,0.14557803
-0.030731976,-0.5460595,3.4840982,-0.19425654,-0.37623453,0.02920416,-0.581072,-0.26877764,-0.3110698,-0.53503406
-0.1900734,-0.3767565,-0.11120531,-0.28613365,-0.1558044,-0.4295549,-0.23003843,-0.2510609,-0.23165604,-0.25879195
-0.16161992,-0.50766915,0.020427808,-0.34593987,-0.31448075,3.2335825,-0.38287473,-0.1006385,-0.12658335,-0.16321847
-0.12334562,-0.03467437,-0.24994425,-0.28652197,-0.20003435,-0.23593274,-0.46237648,4.900349,4.750001,-0.10343319
-0.29177228,-0.14354871,0.059441693,0.12311641,-0.1415997,-0.050339967,-0.044878423,-0.2165817,-0.1902973,-0.15556155
2.1034307,-0.04910376,0.15681364,-0.30107883,-0.57335734,-0.3065236,-0.49349988,-0.0079431115,0.16803432,0.05131772
-0.044516914,-0.16308075,-0.5280855,-0.25004426,-0.19493268,-0.30359873,-0.1699741,-0.19655289,-0.18949004,-0.06833022
-1.0979824,-0.15776438,-0.6477991,3.4572415,-0.21493062,-0.1382662,-0.5191549,-0.14685133,-0.16088872,-0.18023697
-0.18496618,-0.34397978,-0.36841357,0.087709725,-0.2456847,-0.5392438,3.8268397,-0.24116819,-0.27403042,-0.28990343
-0.16503325,-0.36786953,-0.28881168,-0.2714082,0.008063972,-0.38012195,-0.15963922,-0.21081232,-0.2219718,-0.18150225
-0.4521743,-0.3317833,0.13416497,0.35515857,-0.36360997,-0.0109090805,0.3971028,-0.22540893,-0.23624356,-0.14467949
0.5092102,-0.4460776,0.31343326,-0.47232312,-0.0052078366,-0.83484465,0.0062120706,-0.1657033,-0.11020497,4.1847634
-0.34614226,3.6900463,-0.16115113,-0.33780384,-0.3481539,-0.28881586,-0.018425688,-0.30006546,-0.32722825,-0.27222806
-0.120487705,-0.12886955,0.114956774,-0.27483237,-0.33299565,-0.21268192,0.28063482,-0.18841587,-0.17752697,-0.14254129
-0.08261319,-0.5603513,-0.028055146,-0.019963957,3.3522866,0.22387892,-0.1807428,0.05601672,0.2572187,-0.63111293
-0.9516781,-0.047147095,-0.71113455,3.4278495,-0.17491263,-0.15033628,-0.45483404,-0.14738227,-0.16362646,-0.27327693
0.08098592,-0.1513465,-0.23291458,-0.08084707,-0.32897222,0.035696957,-0.17482056,-0.19574125,-0.2059876,-0.6010426
0.67702943,-0.25736487,-0.015870199,-0.61200696,-0.56278557,-0.35883307,-0.4617058,-0.16775523,-0.18108836,-0.113300994
0.025091186,-0.14259407,-0.0424621,-0.29745638,-0.32156456,0.27091014,-0.33044034,-0.23648052,-0.20337652,-0.21067144
-0.11806996,-0.19305736,-0.62210155,-0.19655499,-0.39176375,-0.09963276,0.37928697,-0.21463569,-0.2087324,-0.14307904
3.1072397,-0.30012774,-0.26117757,-0.22444955,-0.34002674,-0.5291071,0.12040621,-0.23551625,-0.23458914,-0.20917475
-0.5971377,-0.18463944,-0.045096673,-0.13172734,0.2544303,-0.7636425,-0.24308395,-0.20024645,-0.19016555,0.15966651
-0.09143958,-0.08707915,-0.4032731,-0.22308704,-0.16707325,0.2119349,-0.33437264,-0.20205699,-0.20008284,-0.2655809
-0.5672582,-0.21158725,-0.19009829,-1.207403,2.976597,-0.20959704,-0.39039928,-0.17252047,-0.3043781,-0.56428605
-0.5176124,-0.33394152,-0.05441788,-0.42873037,-0.065934435,-0.29129058,-0.3329745,-0.16652317,-0.13014236,-0.17425373
0.1412711,-0.05329796,-0.03264515,-0.046300106,-0.6073837,-1.0934725,-0.038384605,-0.21843153,-0.20974281,0.022133954
-0.17814489,-0.30001283,-0.20499018,-0.44644362,-0.18009791,-0.36610705,-0.28410143,-0.1788272,-0.21650416,-0.2612426
-0.36593536,-0.43505612,-0.14951819,-0.6372198,-0.40480664,0.005255077,-0.034534745,0.89501023,0.85698766,-0.057493664
-0.25141346,-0.30189204,-0.0020235106,-0.035122283,-0.65111136,0.034282595,0.01936511,-0.22115956,-0.20405258,-0.06210404
-0.4854969,-0.30652297,-0.15137792,-0.45700198,-0.33517712,-0.026381552,-0.73521805,-0.20855756,-0.1886923,-0.1867649
-0.31867805,-0.42753983,-0.46532843,-0.40966362,-0.1678637,2.638167,-0.032580473,-0.20507534,-0.26104644,-0.38172787
-0.47404838,-0.34041983,-0.36430007,-0.64975154,2.2076962,-0.32845455,-0.41100317,-0.044845246,-0.08272233,-0.5213706
3.0024042,-0.119003005,0.02417164,-0.3359632,-0.43955168,0.18201458,-0.42023653,-0.23779777,-0.2739735,-0.25884762
-0.20234236,-0.49806458,-0.14916901,-0.20662335,-0.4169008,-1.1107186,-0.5803468,-0.24867164,-0.25603375,3.8008697
0.29825103,-0.36104494,-0.4617155,3.6502976,-0.34730375,-0.4292521,-0.41274652,-0.16021882,-0.18464118,-0.28420043
-0.38677296,3.7438555,-0.52974176,-0.29373032,-0.22898987,-1.1118362,-0.0135672055,-0.2893099,-0.36979657,-0.24855259
0.6710379,-0.14029655,-0.33507848,0.03717888,0.023441583,0.15072802,-0.12979853,-0.22820969,-0.22388272,-0.078843966
0.5798856,0.009933919,-0.05830621,-0.29546183,-0.2964906,0.18145543,-0.5007377,-0.12576428,-0.13298322,-0.5628611
-0.2731052,-0.5107641,3.69422,-0.27808332,-0.34695092,-1.0373683,-0.81162906,-0.1751874,-0.25532335,-0.3859124
-0.2359735,-0.44127303,-0.13945463,2.9263926,-0.42147383,-0.5349243,-0.27627936,-0.16121794,-0.16399957,-0.3686481
-0.59076,-0.7233458,3.2361186,0.33763227,-0.46264225,-0.8419068,-0.24147347,-0.24919245,-0.28691176,-0.4747836
-0.69410837,-0.5468375,-0.51457244,-0.50488997,3.2073298,-1.0928626,-0.71718454,-0.2557359,-0.36396706,-0.6377655
-0.105820075,-0.32383627,-0.10203925,-0.30573782,-0.022765055,-0.42197365,-0.3463704,0.22610122,0.5489002,4.1826587
2.4306786,-0.13598427,-0.18920904,-0.10438893,-0.31531233,0.1836775,0.09025456,-0.1829333,-0.21405913,-0.1906541
-0.5497689,-0.11213286,-0.3624943,-0.39306256,-0.5561713,-0.19352826,-0.3084627,-0.15793228,-0.14157644,-0.16731466
-0.11659535,-0.39221847,0.09573713,-0.16977483,-0.6600438,-0.77781767,-0.29992345,-0.22423868,-0.21774065,0.0043750177
-1.0143889,0.109020315,-0.60583085,-0.65184695,-0.43996716,0.2602911,-0.58945173,-0.22664016,-0.19620806,4.1166625
0.10226746,-0.17816755,-0.43643147,0.08971773,-0.5434642,-0.31484005,-0.1533656,-0.22456567,-0.2252895,-0.21409184
-0.5135044,-0.29233205,-0.15559432,-0.397544,-0.30544025,3.4018717,-0.38352644,-0.23191203,-0.27322298,0.06305515
-0.23240674,-0.3480537,-0.13709846,-0.1879266,0.44314575,-0.03534528,-0.28754207,-0.16517864,-0.115191065,-0.06050804
-0.2359091,-0.23424317,-0.14604819,-0.2537793,-0.33075464,-0.18289174,0.14805798,0.019397886,0.24056779,0.21808574
-0.02557695,0.07412007,0.06401631,-0.10749599,2.528448,-0.36036706,0.32906187,0.050272293,0.24799024,-0.67155135
0.5293123,-0.022133663,-0.5703186,-0.46906194,-0.36220735,-0.5496361,-0.04498601,5.439257,5.434635,-0.24014428
-0.22273374,-0.39066508,-0.3084197,-0.34104973,0.30488265,-0.3173033,-0.35351467,-0.21425311,-0.22160988,-0.391683
-0.4904601,-0.21477416,-0.24967214,-0.44842672,-0.3047191,-0.11865157,-0.7713531,5.477576,5.3715906,0.15031065
-0.6912495,-0.08090198,-0.16360235,-0.21858191,-0.34876657,3.5140142,-0.03899038,-0.20920372,-0.21083704,0.00211149
